soil_moisture,soil_ph,soil_temperature,nitrogen,phosphorus,potassium,area_ha,kc,et0,etc_per_day,rain_3day,temp_max,temp_min,humidity,wind_speed,depletion_mm,TAW,RAW,root_depth,water_need_level,optimal_moisture,soil_infiltration,growth_stage_enc,should_irrigate,urgency,water_litres,efficiency_score
92.77,7.27,19.11,7.36,63.74,11.77,2.907,0.892,3.06,2.731,4.46,35.24,22.4,71.52,9.84,0.0,203.5,71.23,1.1,3,70,20,2,0,0,395518.15,82.14
89.28,7.59,32.03,30.73,45.13,52.81,14.033,1.2,5.3,6.361,4.08,47.9,42.47,24.89,1.95,0.0,110.0,44.0,1.0,2,65,50,4,0,0,4997905.94,79.59
64.8,5.96,26.43,29.8,69.96,54.82,18.897,1.15,3.109,3.576,3.88,35.24,28.63,32.82,24.73,0.0,180.0,72.0,1.0,2,65,10,3,0,0,3303211.11,80.74
39.58,5.19,36.0,12.34,26.74,31.04,3.302,0.9,2.519,2.267,1.12,33.25,28.09,42.57,23.34,0.0,132.0,39.6,1.2,4,85,50,5,0,1,455759.75,81.65
52.85,7.03,35.22,26.89,70.38,69.39,14.481,0.4,1.5,0.6,2.63,20.6,15.32,64.55,21.58,0.0,144.0,64.8,0.9,1,50,2,0,0,1,33908.11,84.8
72.74,5.28,15.7,51.95,48.7,65.01,16.218,1.15,2.772,3.188,7.08,36.32,29.87,71.19,24.6,0.0,120.0,48.0,1.0,2,65,40,4,0,0,2037623.32,79.18
39.17,7.88,36.28,83.01,23.79,86.08,9.071,0.85,1.5,1.275,0.3,21.89,15.47,68.56,10.94,0.0,185.0,74.0,1.0,2,65,20,2,0,1,806072.13,83.8
31.18,7.6,15.27,40.09,34.91,76.0,7.869,0.4,1.5,0.6,8.49,18.34,8.76,57.42,23.73,38.19,185.0,74.0,1.0,2,60,20,0,0,0,0.0,81.13
29.81,5.24,34.72,5.69,14.54,50.73,5.026,1.05,1.594,1.674,11.62,20.77,11.09,40.57,12.78,90.07,176.0,61.6,1.1,3,70,2,4,0,0,0.0,68.44
85.15,6.27,32.47,15.1,58.44,87.69,10.796,1.25,2.479,3.098,3.17,32.95,25.52,67.53,14.76,0.0,222.0,66.6,1.2,4,80,20,3,0,0,1655533.23,78.97
58.9,7.18,20.19,28.96,25.72,65.5,12.165,1.2,3.554,4.265,1.51,43.37,34.53,88.41,18.59,0.0,150.0,60.0,1.0,2,65,1,4,0,0,3085266.76,79.71
30.17,8.13,21.89,42.98,36.08,41.87,8.286,0.9,2.898,2.608,0.32,33.11,17.52,81.45,19.96,69.99,216.0,64.8,1.2,4,85,10,5,1,2,1561162.08,68.96
24.62,5.06,38.7,99.23,46.43,79.37,19.788,1.062,3.104,3.298,0.55,36.32,23.35,76.58,5.8,0.0,132.0,39.6,1.2,4,80,50,2,1,2,4633837.34,75.52
40.19,6.11,39.13,85.27,44.81,87.35,18.072,0.85,3.097,2.633,0.79,33.36,16.59,50.32,5.76,0.0,108.0,48.6,0.9,1,50,40,2,0,1,3216339.27,82.87
55.09,7.47,32.15,7.57,9.05,50.28,3.902,0.825,3.335,2.751,3.06,36.98,24.8,63.93,7.56,0.0,166.5,74.92,0.9,1,55,20,5,0,0,609778.47,77.33
69.52,8.72,20.3,34.44,16.18,67.62,8.191,1.1,1.524,1.676,1.26,19.88,3.51,61.83,8.28,0.0,170.0,68.0,1.0,2,60,25,3,0,0,771791.37,80.1
51.44,6.02,28.7,93.95,55.58,30.03,10.622,0.4,4.384,1.753,3.06,43.2,37.32,25.87,13.9,0.0,99.0,44.55,0.9,1,50,50,0,0,1,769476.72,86.3
88.86,5.26,33.78,14.62,47.4,51.91,7.829,1.15,3.398,3.908,4.08,43.34,38.28,59.01,5.43,0.0,121.0,42.35,1.1,3,70,50,4,0,0,1510379.34,82.08
81.52,8.27,35.82,22.55,52.28,6.22,16.974,0.48,3.489,1.675,2.26,39.69,27.78,74.79,2.36,0.0,110.0,44.0,1.0,2,65,50,0,0,0,1356274.91,80.97
42.75,8.55,23.13,89.27,60.23,6.56,7.285,1.15,1.518,1.746,4.69,18.58,0.62,29.16,13.57,0.0,198.0,69.3,1.1,3,70,10,3,0,1,355133.23,79.19
53.8,7.23,19.01,94.53,27.45,22.94,11.21,0.44,2.495,1.098,1.34,30.31,13.35,86.0,12.08,0.0,180.0,72.0,1.0,2,60,10,0,0,1,614573.13,83.98
79.4,5.9,19.75,59.68,10.18,64.61,10.415,0.6,2.295,1.377,6.12,32.89,23.99,87.85,2.26,0.0,187.0,65.45,1.1,3,75,25,1,0,0,47271.7,76.6
85.45,7.78,17.6,100.63,56.16,7.75,2.761,1.0,3.366,3.366,3.23,37.07,23.46,76.0,18.01,0.0,170.0,68.0,1.0,2,60,25,3,0,0,544064.47,77.41
87.99,4.58,24.16,88.82,37.04,7.11,1.413,0.4,3.703,1.481,1.15,37.46,19.92,61.39,12.67,0.0,108.0,48.6,0.9,1,50,40,0,0,0,116189.18,81.24
16.68,5.73,26.23,27.76,11.55,66.01,17.903,0.9,6.346,5.712,0.35,46.1,33.07,23.96,18.52,3.21,110.0,44.0,1.0,2,65,50,5,1,3,7303599.8,83.77
91.15,7.82,32.33,35.1,74.36,20.26,18.107,0.75,1.668,1.251,5.35,27.38,20.69,82.0,0.06,0.0,108.0,48.6,0.9,1,45,40,5,0,0,125179.69,85.72
85.78,7.61,31.65,47.01,9.46,75.56,3.501,0.44,2.391,1.052,0.45,29.17,16.36,56.17,4.97,0.0,135.0,60.75,0.9,1,55,1,0,0,0,216339.53,84.22
21.4,7.21,36.27,10.51,64.99,38.53,3.274,0.977,2.074,2.027,2.36,23.28,6.34,28.3,21.67,0.0,132.0,46.2,1.1,3,70,40,2,1,3,316663.6,77.0
52.16,8.18,33.16,61.21,69.5,15.23,18.208,0.938,4.182,3.921,3.37,43.39,29.19,81.34,13.6,0.0,192.0,57.6,1.2,4,80,2,5,0,1,4125678.98,81.72
35.6,6.48,22.02,19.13,29.14,77.42,7.684,1.15,3.516,4.043,0.45,40.44,33.16,51.83,2.87,0.0,170.0,68.0,1.0,2,65,25,3,0,1,2172831.98,76.34
63.6,5.46,26.86,104.28,18.07,6.63,13.075,0.637,1.525,0.972,1.69,19.6,1.87,65.72,11.76,0.0,160.0,64.0,1.0,2,60,2,5,0,0,567494.04,77.92
60.01,5.1,15.44,77.51,53.64,54.61,3.751,0.6,2.6,1.56,3.19,36.1,30.37,65.69,13.85,0.0,153.0,68.85,0.9,1,45,25,1,0,0,248110.77,82.68
83.03,8.91,39.41,93.82,76.73,78.72,14.579,1.15,1.5,1.725,5.06,20.26,14.62,82.82,12.24,0.0,180.0,72.0,1.0,2,60,10,3,0,0,630276.49,83.54
88.23,4.89,36.54,96.2,28.67,35.19,1.025,1.0,1.5,1.5,5.63,18.47,7.27,27.17,4.85,0.0,203.5,71.23,1.1,3,75,20,4,0,0,21394.96,76.24
65.69,5.34,35.72,104.82,44.25,82.57,16.912,1.15,4.559,5.243,0.21,39.94,25.4,27.9,6.77,0.0,160.0,64.0,1.0,2,65,2,3,0,0,5549501.81,76.75
54.77,5.49,39.6,102.44,6.97,85.56,14.449,0.72,1.514,1.09,4.26,20.47,6.75,68.52,5.47,0.0,120.0,48.0,1.0,2,65,40,1,0,1,164068.39,83.04
54.16,4.54,39.22,91.43,16.91,34.04,3.295,0.48,2.972,1.426,3.39,41.0,35.23,83.03,23.55,0.0,160.0,64.0,1.0,2,65,2,0,0,1,152329.88,77.55
63.37,7.51,28.86,45.4,71.82,11.92,9.378,0.63,3.161,1.991,3.24,41.27,35.48,72.9,20.49,0.0,121.0,42.35,1.1,3,70,50,1,0,0,767983.67,75.32
29.41,6.04,20.84,115.7,53.87,30.24,18.601,1.15,3.764,4.328,10.63,40.22,31.52,48.42,4.99,0.0,132.0,46.2,1.1,3,70,40,3,0,0,2679079.04,81.12
83.87,4.74,39.55,109.88,32.24,70.85,15.07,0.862,4.736,4.085,4.52,45.04,36.04,54.91,21.62,0.0,185.0,74.0,1.0,2,60,20,5,0,0,3216977.1,81.49
82.66,4.71,34.55,28.78,26.46,46.92,9.05,1.15,3.028,3.482,4.39,33.62,21.54,44.86,4.38,0.0,144.0,64.8,0.9,1,55,2,4,0,0,1577698.5,86.81
87.77,7.68,16.14,101.43,79.2,45.16,19.395,0.42,3.204,1.346,0.78,34.42,23.44,44.86,16.44,0.0,187.0,65.45,1.1,3,70,25,0,0,0,1472657.56,81.72
17.18,5.82,24.89,68.49,26.96,88.65,5.906,0.69,2.266,1.564,2.46,31.23,24.89,39.55,1.21,208.21,160.0,64.0,1.0,2,60,2,1,1,3,450042.84,54.89
16.33,8.28,34.5,12.27,32.37,86.2,7.901,0.69,2.894,1.997,17.98,33.79,24.17,64.71,24.45,177.04,162.0,72.9,0.9,1,55,10,1,0,3,0.0,54.38
47.34,6.72,23.92,118.34,58.08,43.16,0.341,1.02,3.056,3.117,0.07,33.61,15.82,59.23,4.56,0.0,120.0,48.0,1.0,2,65,40,2,0,1,71924.17,89.26
58.12,7.68,25.47,81.96,14.12,27.58,16.736,1.2,6.047,7.256,3.63,45.11,33.11,22.37,23.17,0.0,160.0,64.0,1.0,2,65,2,3,0,0,7458300.11,86.47
62.87,6.43,26.63,106.98,17.08,13.81,0.154,1.2,1.932,2.318,0.77,27.42,20.5,36.5,0.28,0.0,132.0,39.6,1.2,4,85,50,4,0,0,22474.85,81.27
60.5,4.94,29.88,119.85,75.84,5.23,15.928,0.75,1.984,1.488,2.22,28.61,22.78,42.2,8.04,0.0,120.0,48.0,1.0,2,65,40,5,0,0,1164169.56,78.65
74.92,5.61,23.04,40.46,32.21,89.97,15.581,0.44,5.813,2.558,2.01,47.25,33.24,50.47,9.74,0.0,162.0,72.9,0.9,1,55,10,0,0,0,2281045.55,82.41
38.65,7.99,36.36,53.35,55.09,10.0,10.636,1.1,1.5,1.65,4.07,19.35,13.97,65.97,7.58,0.0,166.5,74.92,0.9,1,55,20,3,0,1,624917.33,86.38
26.15,7.76,27.86,17.89,53.87,56.8,10.361,0.69,3.973,2.741,0.37,45.79,34.02,94.29,12.73,53.34,187.0,65.45,1.1,3,70,25,1,1,2,1919429.03,75.57
70.45,6.61,17.44,58.89,11.11,62.98,15.828,0.977,4.506,4.405,7.67,46.87,39.94,59.93,14.19,0.0,187.0,65.45,1.1,3,70,25,2,0,0,3137199.25,78.33
26.64,6.46,31.37,85.53,69.73,20.34,19.036,0.4,1.551,0.62,3.98,19.77,1.99,84.33,16.51,0.0,110.0,44.0,1.0,2,60,50,0,1,2,0.0,83.29
32.24,8.37,26.14,84.98,53.97,32.19,4.939,1.05,2.319,2.435,5.11,28.27,12.92,63.97,6.34,85.41,165.0,57.75,1.1,3,75,1,4,1,2,422071.95,66.47
70.93,6.48,33.28,111.66,61.25,42.57,3.104,0.977,5.019,4.906,1.04,42.19,31.2,25.65,17.98,0.0,185.0,74.0,1.0,2,65,20,2,0,0,926164.14,82.88
37.48,7.72,37.15,5.04,56.59,70.2,4.278,1.1,2.296,2.526,0.34,32.69,26.53,76.01,21.19,0.0,198.0,69.3,1.1,3,75,10,4,0,1,780655.48,81.12
76.73,6.06,32.26,5.01,74.88,51.78,12.445,0.44,3.258,1.433,7.15,37.94,25.64,84.26,15.24,0.0,176.0,61.6,1.1,3,75,2,0,0,0,0.0,82.49
93.84,4.84,25.71,32.5,52.28,73.58,19.33,0.6,2.631,1.579,0.83,31.64,16.42,88.78,17.08,0.0,162.0,72.9,0.9,1,50,10,1,0,0,1934838.86,83.69
92.6,8.94,31.06,107.0,20.03,25.92,19.062,0.75,1.587,1.19,2.78,22.06,14.57,51.54,14.74,0.0,110.0,44.0,1.0,2,65,50,5,0,0,760846.03,75.01
71.2,7.48,24.56,52.64,31.1,25.01,9.217,0.637,3.504,2.234,4.34,38.59,23.95,78.42,9.37,0.0,110.0,44.0,1.0,2,60,50,5,0,0,758124.81,76.99
53.16,8.07,30.75,59.52,53.35,82.09,11.371,0.4,4.306,1.722,0.11,41.99,24.24,72.92,14.33,0.0,132.0,46.2,1.1,3,75,40,0,0,1,1317369.4,84.41
50.05,8.82,21.79,90.63,36.43,46.31,16.07,0.825,1.837,1.516,4.79,26.89,20.63,59.02,13.22,0.0,108.0,48.6,0.9,1,55,40,5,0,1,603131.84,80.95
19.42,7.16,32.03,118.37,75.69,65.56,10.484,1.15,1.763,2.027,3.03,22.85,12.85,63.88,18.13,165.76,180.0,72.0,1.0,2,60,10,4,1,3,1054893.32,69.51
26.5,5.23,19.07,107.45,10.7,73.13,4.748,1.1,2.795,3.074,1.0,32.05,15.15,63.95,5.25,49.51,187.0,65.45,1.1,3,75,25,4,1,2,1030205.61,72.87
49.17,7.14,26.5,48.52,21.75,63.33,14.393,0.85,2.174,1.848,0.53,26.25,10.99,84.09,23.02,0.0,170.0,68.0,1.0,2,60,25,3,0,1,1679040.38,82.04
15.28,8.42,23.16,52.67,38.48,77.1,6.824,0.4,4.858,1.943,0.84,44.77,31.75,59.55,8.14,15.5,99.0,44.55,0.9,1,50,50,0,1,3,863447.03,79.26
50.75,8.6,27.29,63.86,36.25,72.09,8.554,0.66,2.171,1.433,2.83,26.08,9.87,64.76,14.79,0.0,150.0,60.0,1.0,2,60,1,1,0,1,516537.9,78.88
72.75,4.87,24.38,12.25,44.17,60.52,3.512,0.977,2.644,2.585,7.86,29.15,12.06,53.18,20.06,0.0,120.0,48.0,1.0,2,60,40,2,0,0,242366.95,78.39
86.87,5.93,39.06,98.43,67.79,6.29,19.089,1.2,4.935,5.922,9.83,41.34,26.36,26.11,5.81,0.0,144.0,43.2,1.2,4,85,40,3,0,0,5099514.83,84.15
21.99,6.38,24.39,45.23,28.08,22.86,3.541,0.85,3.64,3.094,0.52,37.21,20.26,58.16,7.45,90.13,170.0,68.0,1.0,2,60,25,4,1,3,788149.63,71.39
92.72,6.07,22.27,74.17,63.15,43.71,12.638,0.46,4.643,2.136,1.49,39.5,22.01,32.38,24.93,0.0,110.0,44.0,1.0,2,65,50,0,0,0,1678262.21,81.5
70.85,6.28,18.15,61.22,44.14,22.16,18.719,0.69,2.031,1.402,1.1,24.82,14.5,31.62,13.39,0.0,185.0,74.0,1.0,2,65,20,1,0,0,1523516.79,91.17
32.97,4.74,34.48,78.72,30.56,9.04,17.325,0.75,1.839,1.379,4.06,23.09,5.99,55.89,8.51,63.28,135.0,60.75,0.9,1,50,1,5,1,2,663890.04,67.11
49.65,8.65,32.31,33.48,18.87,24.58,5.345,0.72,2.106,1.516,2.94,24.91,11.34,28.7,9.68,0.0,144.0,43.2,1.2,4,85,40,1,0,1,317506.26,72.33
20.22,4.87,18.15,101.12,54.34,10.48,7.882,1.05,2.129,2.235,1.13,26.36,13.84,59.21,12.03,0.0,132.0,46.2,1.1,3,70,40,3,1,3,1019841.47,80.24
90.53,4.76,33.5,88.55,76.03,26.5,14.869,0.69,1.627,1.122,5.97,19.64,6.43,46.31,19.22,0.0,120.0,48.0,1.0,2,60,40,1,0,0,0.0,80.33
57.05,5.03,25.42,46.49,18.73,81.03,3.047,1.15,3.335,3.836,0.58,37.07,20.5,88.4,19.83,0.0,121.0,42.35,1.1,3,70,50,4,0,0,841792.6,80.21
71.73,8.03,17.13,72.02,66.59,78.24,0.67,0.825,3.912,3.227,0.34,46.17,40.61,66.09,17.33,0.0,120.0,48.0,1.0,2,60,40,5,0,0,134505.0,80.8
77.79,6.23,17.68,92.71,68.69,54.93,3.309,1.1,1.5,1.65,5.03,18.46,4.35,61.26,16.27,0.0,153.0,68.85,0.9,1,55,25,4,0,0,130624.6,90.6
89.67,8.69,29.3,39.23,79.78,62.87,8.228,0.862,2.708,2.336,5.2,34.8,24.39,86.62,12.06,0.0,185.0,74.0,1.0,2,60,20,5,0,0,750896.25,82.01
80.95,7.75,36.37,49.53,13.6,76.61,10.014,1.15,1.604,1.845,3.72,21.82,15.32,31.94,18.77,0.0,150.0,60.0,1.0,2,60,1,4,0,0,690694.22,80.83
78.44,6.7,33.29,48.86,31.04,76.52,0.803,0.75,5.76,4.32,0.39,47.24,33.82,52.44,15.7,0.0,180.0,54.0,1.2,4,80,1,1,0,0,238636.03,83.26
93.81,5.56,33.06,55.02,53.93,22.42,9.462,0.935,4.486,4.195,2.5,47.4,39.86,67.73,14.39,0.0,165.0,57.75,1.1,3,75,1,2,0,0,2479665.91,79.56
87.01,8.22,19.35,52.53,62.79,88.31,19.028,0.46,3.504,1.612,1.42,44.98,37.92,88.59,21.96,0.0,198.0,69.3,1.1,3,70,10,0,0,0,1704882.29,79.84
51.79,7.45,21.52,7.64,15.59,42.41,5.712,0.72,2.957,2.129,7.18,40.94,34.55,88.81,22.38,0.0,160.0,64.0,1.0,2,65,2,1,0,1,247141.09,79.95
25.51,8.94,23.33,72.31,63.45,83.25,15.135,0.42,3.368,1.415,6.46,38.24,27.18,65.41,2.35,0.0,121.0,42.35,1.1,3,75,50,0,1,2,32329.16,74.83
18.21,8.64,27.23,104.89,69.27,74.34,1.322,0.34,1.98,0.673,1.74,25.41,9.03,87.42,11.45,177.89,180.0,72.0,1.0,2,60,10,0,1,3,25991.69,61.48
34.43,8.72,15.27,5.66,42.87,46.49,3.351,0.66,2.386,1.575,11.22,32.84,22.48,86.77,0.23,55.72,150.0,60.0,1.0,2,60,1,1,0,0,0.0,65.8
27.15,4.71,28.45,32.01,27.59,25.84,13.038,0.938,2.608,2.445,0.25,34.61,28.59,59.49,19.78,46.23,204.0,61.2,1.2,4,80,25,5,1,2,2351668.76,74.36
26.85,8.97,31.11,70.26,43.65,7.01,18.799,0.977,3.268,3.195,2.82,37.32,31.13,21.57,1.27,0.0,132.0,46.2,1.1,3,70,40,2,1,2,3486657.97,77.89
54.97,5.88,28.29,64.37,6.46,29.01,1.158,0.72,4.027,2.9,6.32,45.0,30.58,94.71,7.55,0.0,192.0,57.6,1.2,4,85,2,1,0,1,127831.99,76.16
74.07,8.57,20.88,25.17,57.22,88.04,15.024,0.63,2.216,1.396,4.43,26.54,16.08,48.82,21.3,0.0,203.5,71.23,1.1,3,70,20,1,0,0,479194.95,78.04
37.0,8.72,31.33,116.6,48.51,74.8,16.281,1.05,2.675,2.809,10.11,28.12,10.59,21.65,19.22,11.04,176.0,61.6,1.1,3,70,2,4,0,0,709578.88,79.56
75.92,8.4,30.08,98.83,28.42,24.43,8.67,0.977,2.995,2.927,4.76,38.33,30.9,71.03,9.85,0.0,160.0,64.0,1.0,2,60,2,2,0,0,1050139.63,86.2
68.44,7.42,38.52,87.04,64.72,81.89,13.534,1.1,2.145,2.36,3.72,26.7,10.4,76.07,10.61,0.0,166.5,74.92,0.9,1,55,20,3,0,0,1589649.86,81.59
23.76,5.61,37.06,46.5,51.54,61.61,15.658,0.892,1.718,1.533,12.21,23.48,14.52,53.63,9.12,156.61,176.0,61.6,1.1,3,70,2,2,0,0,0.0,57.68
53.37,8.46,23.69,95.37,21.78,70.65,9.183,0.6,1.62,0.972,0.23,21.22,12.67,50.17,18.73,0.0,153.0,68.85,0.9,1,45,25,1,0,1,612623.58,83.9
75.85,5.3,29.68,113.23,50.81,56.96,14.755,1.15,2.066,2.376,6.12,28.0,13.89,88.72,0.27,0.0,203.5,71.23,1.1,3,70,20,3,0,0,1036846.33,83.8
51.47,8.34,35.6,107.57,75.53,43.01,13.162,0.862,2.462,2.124,2.09,29.71,20.16,52.37,18.58,0.0,162.0,72.9,0.9,1,55,10,5,0,1,1641266.9,78.57
51.53,8.18,28.69,106.85,58.46,51.99,15.115,0.825,1.5,1.238,0.81,19.15,13.8,26.25,10.94,0.0,110.0,44.0,1.0,2,60,50,5,0,1,1235883.12,86.96
58.38,7.48,21.97,42.01,30.16,64.39,9.527,1.0,2.7,2.7,4.5,33.53,20.83,77.66,2.26,0.0,203.5,71.23,1.1,3,75,20,4,0,0,1172091.51,78.35
47.75,5.54,39.48,62.16,79.71,46.63,4.473,0.862,2.145,1.85,3.88,33.22,27.71,87.86,20.46,0.0,110.0,44.0,1.0,2,60,50,5,0,1,325703.34,85.2
61.39,8.99,21.95,94.66,48.61,87.95,16.573,0.63,6.46,4.07,3.73,47.96,35.31,35.34,12.59,0.0,132.0,46.2,1.1,3,70,40,1,0,0,4003626.58,77.55
33.82,8.44,18.82,81.64,24.95,35.31,18.817,0.825,1.834,1.513,3.08,25.21,18.98,25.2,12.62,0.0,153.0,68.85,0.9,1,55,25,5,0,2,1085522.62,81.0
70.22,4.77,36.43,98.91,78.91,84.6,7.188,0.66,2.745,1.812,0.38,29.98,15.28,30.06,7.85,0.0,153.0,68.85,0.9,1,55,25,1,0,0,863080.66,76.01
17.13,7.74,15.5,116.94,21.62,61.43,8.752,0.46,1.597,0.735,3.95,19.79,8.65,58.76,21.37,196.56,203.5,71.23,1.1,3,70,20,0,1,3,0.0,62.75
31.73,5.9,17.91,57.54,78.82,48.74,14.863,1.1,4.279,4.707,6.39,38.49,22.44,36.18,18.85,74.4,135.0,60.75,0.9,1,55,1,3,1,2,3243910.01,73.29
77.46,5.77,29.1,51.5,41.75,35.19,5.659,0.42,3.313,1.392,5.19,38.24,23.12,85.55,3.88,0.0,165.0,57.75,1.1,3,70,1,0,0,0,105072.72,81.12
49.19,8.56,26.36,27.66,16.99,45.2,15.277,0.977,4.919,4.808,6.77,47.92,32.68,85.78,18.7,0.0,165.0,57.75,1.1,3,70,1,2,0,1,3285311.25,78.34
88.73,4.84,32.88,89.6,79.77,70.35,7.713,0.788,3.171,2.497,0.75,34.72,24.95,34.7,6.21,0.0,121.0,42.35,1.1,3,75,50,5,0,0,1273473.41,80.57
87.49,8.61,16.37,14.19,23.38,26.68,1.988,1.05,2.481,2.605,1.24,29.65,17.01,63.36,13.59,0.0,176.0,61.6,1.1,3,70,2,3,0,0,338958.09,75.6
21.84,5.83,18.43,58.75,16.7,44.34,4.498,0.938,2.969,2.784,0.0,40.16,34.8,61.61,4.24,109.89,204.0,61.2,1.2,4,80,25,5,1,3,941021.82,72.83
68.72,4.95,31.6,75.34,40.5,40.64,17.753,1.02,2.083,2.125,7.45,25.35,15.18,44.68,19.28,0.0,110.0,44.0,1.0,2,65,50,2,0,0,702960.41,83.0
93.62,4.53,30.85,89.98,73.84,80.13,16.855,0.825,6.265,5.169,2.36,46.37,34.39,20.52,0.28,0.0,110.0,44.0,1.0,2,60,50,5,0,0,5430627.31,81.08
51.1,6.3,37.94,46.3,69.22,81.74,10.04,0.9,2.63,2.367,0.32,31.41,16.51,73.1,8.21,0.0,120.0,48.0,1.0,2,65,40,5,0,1,1538667.37,81.8
35.95,7.37,38.86,83.86,74.5,71.65,14.585,0.75,2.332,1.749,1.8,30.42,21.2,83.47,22.63,0.0,166.5,74.92,0.9,1,50,20,5,0,1,1254497.24,81.84
78.4,5.78,15.25,97.57,43.81,63.24,18.302,0.44,3.155,1.388,4.78,34.24,22.69,41.8,7.63,0.0,180.0,72.0,1.0,2,60,10,0,0,0,462472.64,74.96
67.28,6.62,18.59,63.4,73.01,18.55,13.826,0.6,3.837,2.302,2.91,35.82,21.08,31.3,23.54,0.0,99.0,44.55,0.9,1,50,50,1,0,0,1737500.18,78.29
34.73,7.83,34.53,50.71,33.8,60.91,1.959,0.935,3.571,3.339,0.31,40.07,34.51,34.29,16.6,29.44,144.0,64.8,0.9,1,55,2,2,0,2,491094.82,79.9
80.52,8.49,21.49,102.68,19.61,40.13,11.209,0.4,3.297,1.319,1.33,39.42,34.02,41.79,15.21,0.0,108.0,48.6,0.9,1,50,40,0,0,0,856540.38,83.85
67.13,5.55,18.65,77.34,38.79,19.36,6.595,0.42,1.917,0.805,2.57,27.09,20.69,61.02,19.09,0.0,176.0,61.6,1.1,3,70,2,0,0,0,125092.41,80.12
63.75,7.54,32.39,88.83,53.86,13.01,13.937,0.825,3.974,3.278,2.17,39.74,21.83,72.0,17.17,0.0,162.0,72.9,0.9,1,55,10,5,0,0,2946703.3,80.75
94.75,8.01,30.31,14.08,59.51,65.23,15.534,1.0,1.826,1.826,0.82,21.74,8.24,42.18,19.01,0.0,110.0,44.0,1.0,2,65,50,3,0,0,1859703.8,77.3
67.74,8.67,39.23,32.13,65.69,35.05,18.019,0.935,3.545,3.315,4.61,41.62,35.66,50.54,8.43,0.0,198.0,69.3,1.1,3,75,10,2,0,0,2881027.5,79.38
69.77,7.21,39.39,112.85,37.08,66.5,16.606,0.4,4.301,1.72,1.71,44.97,39.08,42.66,8.01,0.0,198.0,69.3,1.1,3,75,10,0,0,0,1469643.9,88.35
54.79,7.5,16.66,105.74,75.43,57.52,17.64,1.1,1.812,1.993,1.17,21.94,6.58,28.94,10.2,0.0,132.0,46.2,1.1,3,75,40,4,0,1,2187419.45,81.85
39.12,7.37,24.18,103.99,52.54,23.3,6.789,0.862,4.367,3.766,1.28,43.42,33.4,60.18,16.22,0.0,108.0,48.6,0.9,1,55,40,5,0,1,1590865.49,79.54
37.74,4.78,22.6,41.88,77.14,55.13,15.769,1.15,1.5,1.725,0.64,19.36,12.98,81.09,15.59,0.0,110.0,44.0,1.0,2,65,50,3,0,1,1720315.04,78.95
58.09,8.3,16.51,73.62,58.78,88.12,16.162,0.48,2.142,1.028,5.15,26.29,12.06,77.25,18.24,0.0,120.0,48.0,1.0,2,65,40,0,0,0,0.0,78.66
19.68,6.31,35.5,19.55,55.39,5.31,2.284,0.85,1.903,1.617,4.23,28.53,22.44,83.44,21.6,164.85,144.0,64.8,0.9,1,45,2,2,1,3,107907.32,62.63
56.86,5.33,22.03,64.34,60.13,13.05,6.004,0.4,4.082,1.633,2.24,45.8,35.22,90.42,24.79,0.0,144.0,64.8,0.9,1,50,2,0,0,0,463721.9,80.47
35.16,8.03,25.84,28.18,53.83,67.28,2.589,1.1,2.028,2.231,3.75,26.31,18.43,48.49,19.09,0.0,110.0,44.0,1.0,2,60,50,3,0,1,267037.91,82.7
15.5,5.14,20.58,36.27,15.98,39.88,1.596,0.46,4.022,1.85,6.62,40.5,25.26,63.07,2.24,214.47,203.5,71.23,1.1,3,70,20,0,1,3,52609.24,60.28
82.36,6.93,23.08,60.03,43.42,39.05,18.604,0.85,3.546,3.015,0.45,40.32,32.18,63.92,17.22,0.0,176.0,61.6,1.1,3,75,2,2,0,0,3691704.51,79.18
87.44,7.05,20.42,19.12,43.87,51.55,6.755,1.05,3.153,3.311,0.19,36.91,31.02,30.89,13.66,0.0,165.0,57.75,1.1,3,75,1,3,0,0,1663762.79,82.37
46.3,6.3,34.12,62.44,59.42,47.94,11.899,1.1,4.067,4.474,8.93,40.82,27.93,66.17,19.73,0.0,144.0,64.8,0.9,1,55,2,3,0,0,2079701.53,81.42
61.17,4.89,23.97,52.39,67.64,48.64,14.648,1.15,1.5,1.725,0.1,18.57,7.53,87.6,5.61,0.0,99.0,44.55,0.9,1,55,50,4,0,0,1724383.87,79.45
51.8,7.51,21.36,91.47,16.48,38.64,13.155,0.4,4.278,1.711,0.39,42.85,27.56,74.13,8.98,0.0,110.0,44.0,1.0,2,65,50,0,0,1,1413466.85,88.42
84.19,8.36,38.79,13.74,45.26,60.14,14.242,0.72,3.726,2.683,0.69,37.32,22.31,46.96,4.49,0.0,170.0,68.0,1.0,2,65,25,1,0,0,2281055.22,76.63
40.72,7.33,37.36,101.55,23.95,16.4,3.942,0.862,6.298,5.432,1.51,47.13,34.99,33.69,21.02,0.0,198.0,69.3,1.1,3,70,10,5,0,1,1522398.42,81.23
35.85,6.27,27.62,107.65,70.16,53.82,4.513,0.75,2.687,2.015,1.79,30.1,12.42,65.58,19.53,0.0,203.5,71.23,1.1,3,75,20,5,0,1,518540.16,87.2
83.12,6.78,27.02,44.13,18.28,84.84,6.39,0.75,4.118,3.088,2.93,42.02,27.72,79.32,23.42,0.0,187.0,65.45,1.1,3,75,25,5,0,0,1188157.91,80.18
